Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Tascante Carricante Sicilia Buonora 2013,Italy,Terre Siciliane,Tasca d'Almerita,3.6,174,13.1,2013-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Pinot Bianco Moriz 2018,Italy,Südtirol - Alto Adige,Tramin,3.8,174,11.51,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Terre di Valfredda Pinot Grigio 2017,Italy,Trentino,Cà Montini,3.8,174,10.29,2017-01-01,Trentino,Italy,46.1029536,11.1297425,0.2666666666666668,-2.1333333333333333,3.7,,,10.366666666666667,7.300000000000001,14.066666666666668,,,3.533333333333333,1.3666666666666665,5.966666666666668,,
Harmonie de Gascogne Blanc 2019,France,Côtes de Gascogne,Domaine de Pellehaut,3.9,175,5.52,2019-01-01,Côtes de Gascogne,France,48.510283,-2.787756,,,,,,16.35,12.899999999999999,20.15,,,12.233333333333334,8.833333333333334,16.133333333333333,,
Collio Sauvignon 2018,Italy,Collio,Marco Felluga,3.7,175,12.33,2018-01-01,Collio,Italy,45.8093124,10.3328723,,,,,,,,,,,16.7,12.8,21.4,,
Cellar Selection Sauvignon Blanc 2019,South Africa,Western Cape,Kleine Zalze,3.6,175,8.5,2019-01-01,Western Cape,South Africa,-33.546977,20.72753,,,,,,11.149999999999999,3.7,20.049999999999997,,,18.833333333333332,11.299999999999999,23.1,,
Sauvignon Blanc (Statue de Femme) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.7,175,6.95,2018-01-01,Franschhoek,South Africa,-33.909167,19.119444,16.8,9.5,26.9,,,12.566666666666668,6.333333333333333,21.25,,,17.833333333333332,11.066666666666668,27.65,,
Chardonnay Reserva 2018,Chile,Casablanca Valley,Veramonte,3.7,175,8.41,2018-01-01,Casablanca Valley,Chile,-30.0,-71.0,15.4,13.9,,0.0,,11.833333333333334,7.9,,3.05,,13.299999999999999,,,1.7999999999999998,
Villa Angela Pecorino Offida 2018,Italy,Offida,Velenosi,3.8,175,10.49,2018-01-01,Offida,Italy,42.9348208,13.6910435,,,,,,,,,,,,,,,
Chablis 2018,France,Chablis,Domaine Hamelin,3.8,175,15.8,2018-01-01,Chablis,France,47.8152073,3.8001657,9.4,3.1,15.4,,,,,,,,6.6,3.1,10.1,,
Vieilles Vignes Chardonnay 2018,France,Val de Loire,Moulin d'Argent,3.7,176,8.59,2018-01-01,Val de Loire,France,47.4492772,-0.349549,,,,,,,,,,,,,,,
Alte Reben Riesling 2016,Germany,Rheinhessen,Dreissigacker,3.7,176,13.99,2016-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Alte Reben Riesling 2017,Germany,Mosel,Van Volxem,4.1,176,17.7,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Puglia I Muri Bianco 2018,Italy,Puglia,Vigneti del Salento,3.8,176,6.95,2018-01-01,Puglia,Italy,40.9842539,16.6210027,16.049999999999997,11.2,20.25,,,25.75,20.2,30.4,,,,,,,
Adobe Sauvignon Blanc (Reserva) 2019,Chile,Casablanca Valley,Emiliana,3.8,176,8.45,2019-01-01,Casablanca Valley,Chile,-30.0,-71.0,14.133333333333333,11.8,,0.0,,10.866666666666665,,,3.65,,13.633333333333335,10.8,,0.0,
Graue Freyheit 2017,Austria,Neusiedlersee,Heinrich,4.0,176,29.0,2017-01-01,Neusiedlersee,Austria,47.8030761,16.6469854,,,,,,,,,,,,,,,
Côté Chardonnay - Sauvignon 2018,France,Gascogne,Domaine du Tariquet,3.9,176,8.95,2018-01-01,Gascogne,France,43.6666667,0.3333333,,,,,,,,,,,7.2,2.2,13.0,,
Riesling Alsace Sélection de Vieilles Vignes 2016,France,Alsace,Trimbach,3.9,176,26.18,2016-01-01,Alsace,France,50.7007285,3.160983,10.1,,16.1,,,17.766666666666666,,25.1,43.55,,11.299999999999999,7.033333333333334,15.266666666666667,68.03333333333333,
Louis Mel Sauvignon Blanc 2017,United States,Livermore Valley,Wente,3.7,176,12.23,2017-01-01,Livermore Valley,United States,36.009638,-115.2831998,20.866666666666664,14.833333333333334,26.53333333333333,19.466666666666665,,34.26666666666666,27.46666666666667,40.43333333333334,7.3,,22.53333333333333,16.666666666666664,28.166666666666668,1.9666666666666668,
Rioja Viura 2018,Spain,Rioja,Beronia,3.6,176,6.69,2018-01-01,Rioja,Spain,42.3285528,-2.4674917,14.133333333333333,7.2,21.899999999999995,27.266666666666666,,22.433333333333334,16.066666666666666,30.2,60.26666666666667,,13.933333333333332,8.266666666666667,20.933333333333334,13.066666666666668,
Venezia Giulia Jurosa (Chardonnay) 2016,Italy,Venezia Giulia,Lis Neris,4.1,177,31.18,2016-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Gran Viña Sol Chardonnay 2018,Spain,Penedès,Torres,3.5,177,8.89,2018-01-01,Penedès,Spain,41.3463825,1.6995213,15.5,11.866666666666667,20.033333333333335,47.13333333333333,,24.933333333333337,21.933333333333334,29.0,10.2,,17.533333333333335,13.966666666666667,22.599999999999998,51.5,
Pecorino Castello Di Semivicoli 2018,Italy,Abruzzo,Masciarelli,3.9,177,13.39,2018-01-01,Abruzzo,Italy,42.227681,13.854983,,,,,,,,,,,,,,,
Garnacha Blanca 2018,Spain,Terra Alta,La Picossa,3.5,177,8.92,2018-01-01,Terra Alta,Spain,41.0273523,0.4105997,17.099999999999998,10.533333333333333,24.7,23.73333333333333,,26.2,20.599999999999998,32.96666666666666,17.0,,18.73333333333333,13.600000000000001,25.666666666666668,17.2,
Verdejo 2018,Spain,Rueda,The Tapas Wine Collection,3.7,177,7.53,2018-01-01,Rueda,Spain,41.4129785,-4.9597533,13.566666666666668,6.533333333333334,21.0,17.8,,23.099999999999998,15.133333333333333,31.366666666666664,14.399999999999999,,13.700000000000001,7.033333333333334,21.53333333333333,8.0,
Molin Lugana 2018,Italy,Lugana,Cà Maiol,4.0,177,14.8,2018-01-01,Lugana,Italy,45.4600534,10.6196897,,,,,,,,,,,16.7,12.8,21.4,,
Bourgogne Couvent Des Jacobins Blanc 2018,France,Bourgogne,Louis Jadot,3.9,177,16.48,2018-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Unoaked Chardonnay 2019,Argentina,Tupungato,Domaine Bousquet,3.9,177,7.32,2019-01-01,Tupungato,Argentina,-33.3723648,-69.1479533,,,,,,,,,,,,,,,
Eve Chardonnay 2017,United States,Ancient Lakes of Columbia Valley,Charles Smith,3.2,177,13.16,2017-01-01,Ancient Lakes of Columbia Valley,United States,38.441907,-90.192247,,,,,,,,,,,,,,,
Mâcon-Milly-Lamartine 2017,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,177,20.9,2017-01-01,Mâcon-Milly-Lamartine,France,46.3508165,4.700772,,,,,,18.9,15.0,23.5,,,10.8,7.0,14.9,,
Gewürztraminer 2019,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.9,177,10.9,2019-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,23.6,17.4,31.3,,,13.700000000000001,8.633333333333333,19.933333333333334,,
Gavi Valentino 2018,Italy,Gavi,La Scolca,3.8,177,10.9,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Venezia Giulia Lis 2015,Italy,Venezia Giulia,Lis Neris,4.1,178,53.58,2015-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Viura - Chardonnay 2019,Spain,Vino de España,Terra Linda,3.7,178,6.5,2019-01-01,Vino de España,Spain,41.6671494,-4.7141337,10.9,6.066666666666667,16.633333333333336,82.73333333333333,,21.633333333333336,14.5,29.333333333333332,34.6,,14.200000000000001,8.799999999999999,20.666666666666668,45.6,
Hensel Und Gretel White 2018,Germany,Pfalz,Schneider,4.1,178,13.5,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Adrianna Vineyard White Bones Chardonnay 2016,Argentina,Mendoza,Catena Zapata,4.5,178,86.95,2016-01-01,Mendoza,Argentina,-34.787093,-68.4381868,16.766666666666666,7.8,,,,9.433333333333334,0.9,,,,13.566666666666665,4.3,,,
Federspiel Riesling 2011,Austria,Wachau,Nikolaihof,3.9,178,26.5,2011-01-01,Wachau,Austria,47.7286939,16.2263822,,,,,,,,,,,,,,,
Mâcon-Villages 2015,France,Mâcon-Villages,Les Héritiers du Comte Lafon,3.8,178,22.22,2015-01-01,Mâcon-Villages,France,49.2663498,-0.4028409,10.5,6.333333333333333,15.166666666666666,56.666666666666664,11040.0,16.833333333333332,12.4,21.7,63.666666666666664,13300.0,13.333333333333334,9.466666666666667,17.733333333333334,39.333333333333336,8620.0
Bernkasteler Badstube Riesling Kabinett 2011,Germany,Bernkastel,Joh. Jos. Prüm,3.9,178,22.69,2011-01-01,Bernkastel,Germany,49.9155518,7.0757788,,,,,,,,,,,,,,,
Collection Unique 2018,France,Côtes de Gascogne,Uby,3.9,179,5.8,2018-01-01,Côtes de Gascogne,France,48.510283,-2.787756,13.6,9.6,17.7,,,,,,,,12.033333333333331,8.9,15.366666666666665,,
Graacher Himmelreich Riesling Kabinett 2018,Germany,Graach,Joh. Jos. Prüm,4.2,179,21.21,2018-01-01,Graach,Germany,49.9352333,7.0634184,,,,,,,,,,,,,,,
Alta Colección Pinot Gris 2018,Argentina,Uco Valley,Bodega Piedra Negra,3.7,179,8.99,2018-01-01,Uco Valley,Argentina,-34.0,-64.0,17.45,,,,,11.366666666666667,5.85,,,,16.633333333333333,10.3,,,
Terroir Series Sauvignon Blanc 2018,New Zealand,Marlborough,Brancott Estate,4.0,179,9.99,2018-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Quintaluna 2018,Spain,Castilla y León,Ossian,3.8,179,13.48,2018-01-01,Castilla y León,Spain,41.55005,-5.1387401,13.266666666666666,4.166666666666667,19.366666666666667,15.433333333333332,,22.933333333333337,12.5,29.266666666666666,16.233333333333334,,13.766666666666666,5.133333333333334,19.833333333333332,9.466666666666667,
Pinot Grigio 2018,Italy,Südtirol - Alto Adige,Andrian,4.1,180,16.13,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Altozano Verdejo - Sauvignon Blanc 2018,Spain,Castilla,Finca Constancia,3.4,180,5.75,2018-01-01,Castilla,Spain,40.4763551,-3.6800358,,10.1,22.066666666666666,19.566666666666666,,26.6,19.7,33.0,26.666666666666668,,16.666666666666668,11.633333333333333,21.966666666666665,11.233333333333334,
La Luciana Gavi 2018,Italy,Gavi,Araldica,3.7,180,10.51,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Mineral Riesling Trocken 2015,Germany,Nahe,Emrich-Schönleber,3.9,181,18.95,2015-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Riesling Réserve 2018,France,Alsace,Lucien Albrecht,3.9,181,9.57,2018-01-01,Alsace,France,50.7007285,3.160983,11.566666666666665,4.9,14.649999999999999,26.4,,18.933333333333334,13.15,24.55,52.099999999999994,,11.466666666666667,7.3,15.800000000000002,68.06666666666668,
Wehlener Klosterberg Pinot Blanc 2015,Germany,Mosel,Markus Molitor,4.2,182,25.95,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Benchmark Chardonnay 2017,Australia,Barossa,Grant Burge,3.3,183,7.51,2017-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.633333333333333,20.633333333333333,69.73333333333333,,,6.333333333333333,11.733333333333334,103.66666666666667,,,7.333333333333333,16.85,41.6,
Grüner Veltliner Terrassen 2019,Austria,Niederösterreich,Leth,3.8,183,7.67,2019-01-01,Niederösterreich,Austria,48.2817813,15.7632457,11.633333333333333,,17.833333333333332,,,20.7,,27.7,,,8.9,,,,
Moscato 2018,United States,California,Gallo Family Vineyards,3.7,184,6.3,2018-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Hereford Chardonnay 2019,Argentina,Mendoza,Bodegas la Rosa,3.4,185,5.53,2019-01-01,Mendoza,Argentina,-34.787093,-68.4381868,16.133333333333336,11.0,,,,7.466666666666666,0.44999999999999996,20.3,,,16.400000000000002,9.0,24.8,,
Fantini Trebbiano d’Abruzzo 2018,Italy,Trebbiano d'Abruzzo,Farnese,3.6,185,4.4,2018-01-01,Trebbiano d'Abruzzo,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Riesling Trocken 2018,Germany,Rheinhessen,K.Wechsler,3.8,185,8.61,2018-01-01,Rheinhessen,Germany,49.9045181,8.2711082,,,,,,,,,,,,,,,
Alentejano Branco 2018,Portugal,Alentejano,Herdade dos Grous,3.8,186,10.9,2018-01-01,Alentejano,Portugal,38.8421261,-7.5871012,,,,,,,,,,,,,,,
Bordeaux Blanc 2018,France,Bordeaux,Mouton Cadet,3.6,186,10.74,2018-01-01,Bordeaux,France,44.841225,-0.5800364,13.9,9.033333333333333,19.933333333333334,50.13333333333333,,21.133333333333333,16.466666666666665,27.2,64.96666666666667,,13.466666666666667,9.5,19.066666666666666,50.26666666666667,
Schiefersteil Riesling 2017,Germany,Mosel,Markus Molitor,3.8,186,11.89,2017-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Sémillon - Chardonnay 2017,Australia,South Australia,Rawson's Retreat,3.3,186,7.95,2017-01-01,South Australia,Australia,-30.5343665,135.6301212,19.833333333333332,13.233333333333334,27.133333333333336,42.06666666666666,,12.366666666666667,6.1000000000000005,18.966666666666665,25.46666666666667,,18.966666666666665,10.700000000000001,27.166666666666668,23.9,
The Y Series Unwooded Chardonnay 2018,Australia,South Australia,Yalumba,3.6,186,13.82,2018-01-01,South Australia,Australia,-30.5343665,135.6301212,19.7,11.633333333333333,27.633333333333336,30.3,,12.333333333333334,4.733333333333333,20.466666666666665,0.0,,20.833333333333332,12.6,29.099999999999998,16.26666666666667,
Etna Calderara Sottana Bianco 2017,Italy,Sicilia,Tenuta delle Terre Nere,4.1,186,26.9,2017-01-01,Sicilia,Italy,37.587794,14.155048,11.5,10.5,19.2,39.7,,21.633333333333336,,,,,14.6,,21.9,,
Tibó Blanco 2018,Spain,Valencia,De Moya,3.8,187,8.73,2018-01-01,Valencia,Spain,39.4697065,-0.3763353,,11.933333333333332,21.966666666666665,28.933333333333334,,25.9,21.666666666666668,29.400000000000002,16.366666666666664,,19.099999999999998,15.200000000000001,24.833333333333332,10.133333333333333,
Campanaro 2017,Italy,Irpinia,Feudi di San Gregorio,4.1,187,29.95,2017-01-01,Irpinia,Italy,39.2278067,9.1185486,15.700000000000001,12.2,21.5,,,24.5,19.6,31.4,,,19.066666666666666,14.300000000000002,24.366666666666664,,
Würzburger Stein Silvaner Trocken 2018,Germany,Franken,Bürgerspital,3.7,187,15.16,2018-01-01,Franken,Germany,50.5011427,7.2341043,,,,,,,,,,,,,,,
Grande Cuvée Chablis 1er Cru 2017,France,Chablis Premier Cru,La Chablisienne,3.9,187,22.9,2017-01-01,Chablis Premier Cru,France,47.09362,2.80038,,,,,,,,,,,,,,,
Russian River Valley Chardonnay 2015,United States,Russian River Valley,DeLoach,3.7,188,32.0,2015-01-01,Russian River Valley,United States,39.2789696,-123.1029778,,,,,,,,,,,,,,,
Clairette du Languedoc Adissan Art de Vivre 2018,France,Clairette de Languedoc,Gérard Bertrand,3.8,188,15.95,2018-01-01,Clairette de Languedoc,France,43.475944,3.215046,13.8,8.1,19.5,,,,,,,,16.9,12.3,22.1,,
Chablis 2015,France,Chablis,Chanson,3.7,188,27.15,2015-01-01,Chablis,France,47.8152073,3.8001657,,,,,,17.6,13.3,22.2,,,,,,,
Colomba Platino 2018,Italy,Terre Siciliane,Duca di Salaparuta,3.5,188,11.35,2018-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Viognier 2017,Argentina,Uco Valley,DiamAndes,3.9,188,16.84,2017-01-01,Uco Valley,Argentina,-34.0,-64.0,14.0,,,,,9.666666666666666,4.6,,,,16.766666666666666,9.55,,,
Benchmark Chardonnay 2018,Australia,Barossa,Grant Burge,3.3,188,7.6,2018-01-01,Barossa,Australia,-34.6134149,138.9385455,,11.266666666666666,20.366666666666667,42.06666666666666,,,6.233333333333334,12.133333333333333,103.2,,,9.799999999999999,19.733333333333334,49.53333333333333,
Chardonnay 2016,United States,Columbia Valley,Columbia Winery,3.6,189,14.62,2016-01-01,Columbia Valley,United States,46.1576117,-122.9748352,,,,,,,,,,,,,,,
Grand Cru 2017,Italy,Terre Siciliane,Tenuta Rapitalà,4.2,189,19.9,2017-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Chateau de Fontaine-Audon Sancerre 2018,France,Sancerre,Langlois-Chateau,3.9,189,19.9,2018-01-01,Sancerre,France,47.3306906,2.8390454,15.0,6.7,21.1,,,19.9,11.1,26.15,,,11.433333333333332,6.5,16.333333333333332,,
Te Arai Vineyard Chenin Blanc 2016,New Zealand,Gisborne,Millton,4.0,189,19.45,2016-01-01,Gisborne,New Zealand,-38.661326,178.0206487,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,South Africa,Stellenbosch,Tokara,3.6,189,10.95,2019-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.36666666666667,,,,,13.133333333333335,7.25,19.333333333333332,,,17.0,11.5,23.46666666666667,,
Sauvignon Blanc Trocken 2018,Germany,Pfalz,Knipser,3.9,189,10.6,2018-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Chenin Blanc 2017,South Africa,Stellenbosch,Fleur du Cap,3.5,189,9.3,2017-01-01,Stellenbosch,South Africa,-33.934444,18.869167,17.5,14.1,24.15,,,13.200000000000001,8.200000000000001,18.75,,,17.03333333333333,12.233333333333334,22.433333333333337,,
Chardonnay 2018,Israel,Galilee,Yarden,4.2,190,14.9,2018-01-01,Galilee,Israel,32.8008444,35.5889732,,,,,,,,,,,,,,,
Prail Sauvignon 2017,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.8,190,13.6,2017-01-01,Trentino-Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Chardonnay 2016,Italy,Südtirol - Alto Adige,Tramin,3.6,190,8.6,2016-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Pinot Grigio Alto Adige Castel Ringberg 2018,Italy,Südtirol - Alto Adige,Elena Walch,4.1,190,19.25,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Chardonnay 2018,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.7,190,11.9,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Altkirch Chardonnay 2018,Italy,Südtirol - Alto Adige,Colterenzio (Schreckbichl),3.5,191,10.23,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Gris 2017,Italy,Friuli Isonzo,Lis Neris,4.0,191,25.9,2017-01-01,Friuli Isonzo,Italy,41.4627807,12.904768,,,,,,,,,,,,,,,
Gris 2011,Italy,Friuli Isonzo,Lis Neris,4.0,192,39.69,2011-01-01,Friuli Isonzo,Italy,41.4627807,12.904768,,,,,,,,,,,,,,,
Tonschiefer Riesling Trocken 2017,Germany,Nahe,Dönnhoff,3.8,192,16.09,2017-01-01,Nahe,Germany,49.7874798,7.4869735,,,,,,,,,,,,,,,
Chardonnay 2017,Israel,Galilee,Gamla,3.5,192,13.82,2017-01-01,Galilee,Israel,32.8008444,35.5889732,,,,,,,,,,,,,,,
Gavi del Comune di Gavi 2018,Italy,Gavi,Bersano,3.8,192,11.45,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Blanco (Riesling - Torrontés) 2019,Argentina,Salta,Amalaya,3.8,192,7.13,2019-01-01,Salta,Argentina,-25.1076701,-64.3494964,19.96666666666667,14.850000000000001,,,,11.766666666666666,5.65,23.5,,,21.46666666666667,15.166666666666666,29.566666666666666,,
Sancerre D'Antan 2014,France,Sancerre,Henri Bourgeois,4.3,192,38.0,2014-01-01,Sancerre,France,47.3306906,2.8390454,,,,,,,,,,,,,,,
Nussbaumer Gewürztraminer 2018,Italy,Südtirol - Alto Adige,Tramin,4.2,192,21.24,2018-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Chenin Blanc 2019,South Africa,Swartland,Allesverloren,3.7,193,9.95,2019-01-01,Swartland,South Africa,-33.29356,18.5993825,,,,,,11.933333333333332,5.766666666666667,20.45,,,16.933333333333334,8.799999999999999,,,
Adènzia Bianco 2018,Italy,Sicilia,Baglio del Cristo di Campobello,4.0,193,12.06,2018-01-01,Sicilia,Italy,37.587794,14.155048,,,,,,,,,,,,,,,
Chardonnay 2017,Chile,Casablanca Valley,Haras de Pirque,3.6,193,10.68,2017-01-01,Casablanca Valley,Chile,-30.0,-71.0,15.700000000000001,13.600000000000001,,5.1,,12.066666666666668,8.3,,,,14.1,,,,
Nussberg Wiener Gemischter Satz 2017,Austria,Wiener Gemischter Satz,Wieninger,3.9,193,24.12,2017-01-01,Wiener Gemischter Satz,Austria,48.64444,16.185,,,,,,,,,,,,,,,
Rioja Satinela Blanco Semidulce 2019,Spain,Rioja,Marqués de Cáceres,4.1,193,6.29,2019-01-01,Rioja,Spain,42.3285528,-2.4674917,12.266666666666666,6.900000000000001,18.2,58.73333333333333,,22.0,15.633333333333333,29.3,35.26666666666667,,14.733333333333334,9.566666666666668,21.23333333333333,35.333333333333336,
Roero Arneis 2018,Italy,Roero,Fontanafredda,3.6,193,7.08,2018-01-01,Roero,Italy,44.7806865,7.9311892,12.200000000000001,9.166666666666666,17.25,41.13333333333333,,21.866666666666664,18.7,25.3,89.8,,12.933333333333332,10.866666666666667,15.733333333333334,17.099999999999998,
Domaine de L'Aigle Chardonnay Limoux 2017,France,Limoux,Gérard Bertrand,3.9,194,18.08,2017-01-01,Limoux,France,43.0538068,2.2176533,,,,,,,,,,,21.1,15.5,27.4,,
Macon-Lugny 2018,France,Mâcon-Lugny,Louis Latour,3.8,194,13.55,2018-01-01,Mâcon-Lugny,France,46.4738658,4.807747,,,,,,,,,,,13.1,8.4,18.7,,
Zapallar Coast Sauvignon Blanc 2019,Chile,Aconcagua Valley,Outer Limits,4.2,194,14.89,2019-01-01,Aconcagua Valley,Chile,-30.0,-71.0,14.133333333333333,11.8,,0.0,,10.866666666666665,,,3.65,,13.633333333333335,10.8,,0.0,
Riesling Terrassen 2017,Austria,Kamptal,Weingut Bründlmayer,3.7,194,13.25,2017-01-01,Kamptal,Austria,48.513417,15.6940311,,,,,,21.1,15.8,27.1,,,9.2,6.0,12.7,,
Terroir Littoral Chardonnay 2018,France,Pays d'Oc,Fortant,3.3,194,6.86,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Chardonnay 2019,France,Pays d'Oc,Laroche,3.4,194,8.45,2019-01-01,Pays d'Oc,France,43.604764,1.4540399,13.1,9.1,17.766666666666666,85.0,,22.933333333333334,17.500000000000004,28.666666666666668,46.166666666666664,,15.666666666666666,11.433333333333332,20.633333333333333,35.833333333333336,
Vat 1 Sémillon 2012,Australia,Hunter Valley,Tyrrell's,3.9,194,33.92,2012-01-01,Hunter Valley,Australia,-32.5421803,151.2185641,,5.8,19.9,69.8,,,,,,,,,,,
SL Riesling Trocken 2015,Germany,Mosel,Schloss Lieser,3.8,194,11.9,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Varietal Sauvignon Blanc 2017,Chile,Central Valley,Santa Helena,3.2,195,4.89,2017-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Ribolla Gialla 2018,Italy,Venezia Giulia,Alturis,3.8,195,8.37,2018-01-01,Venezia Giulia,Italy,45.6528943,13.7804956,,,,,,,,,,,,,,,
Aussières Blanc (Chardonnay) 2018,France,Pays d'Oc,Château d’Aussières,3.6,195,7.9,2018-01-01,Pays d'Oc,France,43.604764,1.4540399,13.666666666666666,8.566666666666668,19.799999999999997,75.8,,22.46666666666667,17.733333333333334,28.599999999999998,40.9,,13.666666666666666,9.466666666666667,19.099999999999998,26.433333333333334,
Ürziger Würzgarten Riesling Kabinett 2015,Germany,Mosel,Markus Molitor,3.8,195,15.4,2015-01-01,Mosel,Germany,50.7810263,12.4780171,,,,,,,,,,,,,,,
Alentejano Branco 2018,Portugal,Alentejo,Fitapreta,3.9,195,9.75,2018-01-01,Alentejo,Portugal,38.0551003,-7.8605799,16.400000000000002,10.566666666666666,25.15,,,24.266666666666666,16.066666666666666,33.43333333333334,,,19.03333333333333,13.1,26.133333333333336,,
Gavi del Comune di Gavi 2018,Italy,Gavi,Enrico Serafino,3.9,196,13.57,2018-01-01,Gavi,Italy,44.687649,8.809353,,,,,,,,,,,,,,,
Le Canon du Maréchal Muscat - Viognier 2018,France,Côtes Catalanes,Cazes,3.7,196,9.35,2018-01-01,Côtes Catalanes,France,42.74503,2.896873,15.766666666666666,10.700000000000001,21.133333333333336,37.1,,24.2,19.733333333333334,29.46666666666667,19.666666666666668,,16.299999999999997,12.200000000000001,21.3,29.63333333333333,
Brognoligo Soave Classico 2018,Italy,Soave,Cecilia Beretta,3.9,196,10.21,2018-01-01,Soave,Italy,45.4202303,11.247722,,,,,,,,,,,,,,,
Misco Verdicchio dei Castelli di Jesi Classico Superiore 2017,Italy,Verdicchio dei Castelli di Jesi,Tenuta di Tavignano,4.0,196,13.9,2017-01-01,Verdicchio dei Castelli di Jesi,Italy,43.52142,13.24368,,,,,,25.1,19.9,29.4,,,,,,,
Chardonnay 2018,Argentina,Mendoza,Catena Alta,4.0,196,24.18,2018-01-01,Mendoza,Argentina,-34.787093,-68.4381868,15.233333333333334,,,,,9.066666666666666,1.9,,,,15.766666666666666,,,,
Pouilly-Fumé 2017,France,Pouilly-Fumé,Le Domaine Saget,3.6,196,15.9,2017-01-01,Pouilly-Fumé,France,49.272939,2.032351,,,,,,,,,,,,,,,
Chardonnay Leithaberg 2014,Austria,Neusiedlersee-Hügelland,Heinrich,3.7,196,15.65,2014-01-01,Neusiedlersee-Hügelland,Austria,47.33333,13.33333,,,,,,,,,,,,,,,
Sauvignon Blanc 2019,New Zealand,Marlborough,The Cloud Factory,4.0,197,10.9,2019-01-01,Marlborough,New Zealand,-41.4744747,173.8330263,,,,,,,,,,,,,,,
Contea di Sclafani Nozze d'Oro Regaleali 2016,Italy,Contea di Sclafani,Tasca d'Almerita,3.8,197,13.39,2016-01-01,Contea di Sclafani,Italy,37.67692,13.27074,,,,,,,,,,,,,,,
Sancerre Le MD De Bourgeois 2017,France,Sancerre,Henri Bourgeois,4.1,197,24.95,2017-01-01,Sancerre,France,47.3306906,2.8390454,,,,,,,,,,,,,,,
Capellanía 2015,Spain,Rioja,Marqués de Murrieta,4.1,198,19.6,2015-01-01,Rioja,Spain,42.3285528,-2.4674917,13.6,7.2,20.0,34.0,13800.0,21.7,14.633333333333333,28.76666666666667,34.333333333333336,17480.0,16.599999999999998,10.700000000000001,22.53333333333333,46.0,10920.0
