Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,city,country,lat,lng,3-5_tavg,3-5_tmin,3-5_tmax,3-5_prcp,3-5_tsun,6-8_tavg,6-8_tmin,6-8_tmax,6-8_prcp,6-8_tsun,9-11_tavg,9-11_tmin,9-11_tmax,9-11_prcp,9-11_tsun
Regain Rouge 2016,France,Ventoux,Vindemio,3.7,69,11.5,2016-01-01,Ventoux,France,48.6778082,2.1768592,,,,,,,,,,,11.766666666666666,8.133333333333335,15.066666666666668,,
Sotanum 2017,France,Collines Rhodaniennes,Les Vins de Vienne - Cuilleron-Gaillard-Villard,4.2,69,42.95,2017-01-01,Collines Rhodaniennes,France,48.098074,-1.706968,10.033333333333333,5.433333333333333,15.233333333333334,62.633333333333326,,18.2,12.966666666666667,24.133333333333336,43.0,,12.4,8.233333333333333,17.733333333333334,45.46666666666667,
Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Talenti,4.2,69,35.0,2015-01-01,Brunello di Montalcino,Italy,43.3204995,11.3281859,,,,,,,,,,,,,,,
Spätburgunder Trocken 2016,Germany,Pfalz,Krebs,3.4,69,11.02,2016-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
Pomerol 2016,France,Pomerol,Château l'Ecuyer,4.1,69,35.9,2016-01-01,Pomerol,France,44.9311234,-0.1999904,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Cuvée Spéciale Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Tardieu-Laurent,3.8,69,46.79,2016-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,,,,,,12.05,7.15,17.25,,
Chianti Gineprone 2017,Italy,Chianti,Col d'Orcia,3.5,69,10.0,2017-01-01,Chianti,Italy,43.5824597,11.3168731,16.2,10.55,22.1,,,24.900000000000002,18.466666666666665,31.233333333333334,,,19.5,14.45,25.35,,
Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Clos Trimoulet,4.1,69,20.9,2015-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Maternigo Valpolicella Superiore 2016,Italy,Valpolicella,Tedeschi,4.1,69,17.9,2016-01-01,Valpolicella,Italy,45.5296706,10.9400217,14.266666666666666,,15.4,35.1,,25.36666666666667,,,6.0,,13.666666666666666,,,,
Clos Alzina Vinyes Velles (Old Vines) 2014,Spain,Priorat,Costers del Priorat,3.9,69,36.95,2014-01-01,Priorat,Spain,41.2137983,0.8116236,14.333333333333334,8.966666666666667,19.7,69.33333333333333,13440.0,23.733333333333334,18.200000000000003,29.266666666666666,11.666666666666666,17060.0,18.599999999999998,12.9,24.233333333333334,55.0,12120.0
Saint-Émilion Grand Cru (Grand Cru Classé) 1999,France,Saint-Émilion Grand Cru,Château l'Arrosee,4.1,69,52.15,1999-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.1,8.5,18.5,94.0,11260.0,20.166666666666664,14.766666666666666,26.400000000000002,42.333333333333336,14720.0,13.066666666666668,9.3,18.099999999999998,136.0,8360.0
Istante 2016,Italy,Südtirol - Alto Adige,Franz Haas,4.1,69,29.9,2016-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Cabernet Sauvignon 2017,Australia,Murray Darling,Deakin Estate,3.2,69,5.95,2017-01-01,Murray Darling,Australia,-34.11083,141.91,,12.366666666666665,26.166666666666668,15.6,,,5.766666666666667,16.633333333333333,22.733333333333334,,,9.266666666666667,23.53333333333333,56.53333333333333,
Ermitage Le Méal 2004,France,Hermitage,M. Chapoutier,4.4,69,104.95,2004-01-01,Hermitage,France,47.6406711,-2.7637153,,,,,,,,,,,,,,,
Cabernet Sauvignon Toscana Collezione Privata 2011,Italy,Toscana,Isole e Olena,4.4,69,67.8,2011-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Nerìo Riserva Negroamaro - Malvasia Nera 2016,Italy,Nardò,Schola Sarmenti,4.4,69,15.38,2016-01-01,Nardò,Italy,40.1762608,18.0306371,,,,,,,,,,,,,,,
Vittoria Barbera d'Alba 2016,Italy,Barbera d'Alba,Gianfranco Alessandria,4.3,69,24.2,2016-01-01,Barbera d'Alba,Italy,44.7712158,8.0435811,11.5,5.2,15.166666666666666,78.7,,21.53333333333333,18.3,25.333333333333332,56.25,,12.433333333333332,10.75,15.066666666666668,23.35,
Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Masseria Coste di Brenta,3.9,69,7.45,2016-01-01,Montepulciano d'Abruzzo,Italy,42.1565463,14.6066804,16.333333333333332,,,26.7,,26.2,,29.566666666666663,0.5,,19.03333333333333,21.2,19.5,22.9,
Regain Rouge 2015,France,Ventoux,Vindemio,3.6,69,9.95,2015-01-01,Ventoux,France,48.6778082,2.1768592,,,,,,,,,,,,,,,
Barrel Selection Merlot 2018,Argentina,Uco Valley,Salentein,4.2,69,12.9,2018-01-01,Uco Valley,Argentina,-34.0,-64.0,17.45,,,,,11.366666666666667,5.85,,,,16.633333333333333,10.3,,,
Potenti Toscana (Suvereto) 2016,Italy,Toscana,Petra,4.0,69,33.9,2016-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Rouge 2016,France,Gard,Roc d'Anglade,3.9,69,38.41,2016-01-01,Gard,France,43.95995,4.297637,14.2,9.0,20.2,,,23.6,17.5,30.1,,,,,,,
Ronco dell'Angelo Merlot 2016,Switzerland,Ticino,Vinattieri Ticinesi,3.4,69,26.81,2016-01-01,Ticino,Switzerland,46.3351913,8.7525902,,,,,,,,,,,,,,,
Spiga Ribera del Duero 2007,Spain,Ribera del Duero,O. Fournier,3.9,69,24.17,2007-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,11.0,4.633333333333333,17.3,42.0,12800.0,20.2,12.0,28.399999999999995,17.666666666666668,18360.0,13.699999999999998,7.866666666666667,19.5,74.33333333333333,8840.0
Grès de Montpellier 2017,France,Languedoc,Mas des Mas,3.8,69,18.84,2017-01-01,Languedoc,France,43.6796869,1.3966515,12.233333333333334,8.266666666666667,17.3,59.300000000000004,,21.366666666666664,16.133333333333333,27.400000000000002,47.46666666666667,,15.333333333333334,11.133333333333333,20.4,36.93333333333333,
Chianti Colli Senesi 2018,Italy,Chianti Colli Senesi,Palagetto,3.4,69,8.95,2018-01-01,Chianti Colli Senesi,Italy,43.3219503,11.3293829,,,,,,,,,,,,,,,
Rust Blaufränkisch Ried Oberer Wald Trocken 2013,Austria,Burgenland,Ernst Triebaumer,3.8,69,37.92,2013-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,,,,,,16.8,11.3,22.6,,
Saint-Émilion Grand Cru 2001,France,Saint-Émilion Grand Cru,Château Laforge,3.7,69,45.9,2001-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.0,8.5,18.266666666666666,101.66666666666667,10760.0,20.53333333333333,15.433333333333332,26.266666666666666,46.666666666666664,13880.0,14.366666666666667,10.833333333333334,18.833333333333332,174.66666666666666,7320.0
San Rumé Barbera d'Asti Superiore 2016,Italy,Barbera d'Asti,Vincenzo Bossotti,3.9,69,10.23,2016-01-01,Barbera d'Asti,Italy,44.8524808,8.2414532,,,,,,,,,,,,,,,
Rioja Bordón Gran Reserva 2009,Spain,Rioja,Franco-Espanolas,3.8,690,13.8,2009-01-01,Rioja,Spain,42.3285528,-2.4674917,13.066666666666668,7.3999999999999995,18.8,93.66666666666667,12060.0,21.2,14.166666666666666,28.233333333333334,31.333333333333332,18400.0,13.566666666666665,8.133333333333335,18.933333333333334,52.666666666666664,10100.0
Cellar Selection Pinot Noir 2018,New Zealand,Hawke's Bay,Sileni Estates,3.3,690,12.42,2018-01-01,Hawke's Bay,New Zealand,-39.5256512,176.7611457,,,,,,,,,,,,,,,
Saint-Émilion 2015,France,Saint-Émilion,Jean-Pierre Moueix,3.7,691,16.45,2015-01-01,Saint-Émilion,France,44.8931452,-0.1560662,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Reserva 2015,Spain,Ribera del Duero,Tinto Pesquera,4.2,691,29.9,2015-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,10.0,3.8000000000000003,16.166666666666668,39.0,13540.0,17.833333333333336,10.533333333333333,25.099999999999998,30.333333333333332,18540.0,13.466666666666667,7.933333333333334,19.0,66.0,9960.0
Crianza 2013,Spain,Ribera del Duero,Áster,3.8,692,19.98,2013-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,9.1,2.8666666666666667,15.333333333333334,54.0,12660.0,19.166666666666668,10.933333333333332,27.366666666666664,9.333333333333334,19360.0,11.233333333333334,5.766666666666667,16.73333333333333,41.0,9380.0
Barbaresco 2014,Italy,Barbaresco,Gaja,4.4,694,195.0,2014-01-01,Barbaresco,Italy,44.7254469,8.0806959,,,,,,,,,,,,,,,
Pinot Noir Le Bourgogne 2015,France,Bourgogne,Chanson,3.6,694,18.08,2015-01-01,Bourgogne,France,49.3555104,4.0681417,,,,,,,,,,,,,,,
Le Tense Sassella Valtellina Superiore 2016,Italy,Valtellina Superiore,Nino Negri,3.8,694,13.15,2016-01-01,Valtellina Superiore,Italy,44.46006,7.10425,11.299999999999999,2.1,16.6,22.1,,19.9,13.8,27.4,78.1,,10.6,6.949999999999999,18.950000000000003,60.5,
Vineyards Cabernet Sauvignon 2019,Argentina,Mendoza,Trapiche,3.6,695,5.25,2019-01-01,Mendoza,Argentina,-34.787093,-68.4381868,16.133333333333336,11.0,,,,7.466666666666666,0.44999999999999996,20.3,,,16.400000000000002,9.0,24.8,,
Dão Rótulo Tinto 2013,Portugal,Dão,Niepoort,3.4,695,23.15,2013-01-01,Dão,Portugal,39.9375585,-7.8638768,14.333333333333334,8.9,20.3,36.333333333333336,14760.0,23.23333333333333,15.766666666666666,31.23333333333333,4.0,22860.0,16.133333333333336,11.5,21.433333333333334,129.0,12160.0
Rouge 2016,South Africa,Stellenbosch,Alto Estate,3.7,696,9.5,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Roble 2018,Spain,Ribera del Duero,Portia,3.5,696,10.99,2018-01-01,Ribera del Duero,Spain,41.6657566,-3.6863295,10.233333333333334,3.1666666666666665,18.166666666666668,34.8,,18.933333333333334,11.6,28.333333333333332,29.13333333333333,,11.033333333333333,4.466666666666666,19.233333333333334,14.866666666666667,
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Ducru-Beaucaillou,4.7,699,339.0,2009-01-01,Saint-Julien,France,47.4019947,5.1364639,10.366666666666667,5.8,15.4,84.33333333333333,9360.0,18.733333333333334,13.466666666666667,24.133333333333336,82.66666666666667,13080.0,10.133333333333333,6.466666666666666,14.466666666666669,71.33333333333333,7380.0
i.e.a. Qurein 2013,Italy,Vigneti delle Dolomiti,Pranzegg,3.9,70,24.91,2013-01-01,Vigneti delle Dolomiti,Italy,46.38333,11.85,,,,,,,,,,,,,,,
Priorat Gran Cruor 2011,Spain,Priorat,Casa Gran del Siurana,4.2,70,57.28,2011-01-01,Priorat,Spain,41.2137983,0.8116236,12.4,7.0,17.833333333333332,36.333333333333336,12480.0,22.566666666666663,17.400000000000002,27.7,31.333333333333332,14540.0,15.5,10.1,20.833333333333332,32.0,11660.0
Les Chemins 2017,France,Corbières,Famille Lignères - Château La Baronne,4.0,70,14.95,2017-01-01,Corbières,France,43.0547547,1.9970557,,,,,,,,,,,21.1,15.5,27.4,,
Barbera d'Alba 2018,Italy,Barbera d'Alba,Fratelli Revello,3.9,70,15.47,2018-01-01,Barbera d'Alba,Italy,44.7712158,8.0435811,12.200000000000001,9.166666666666666,17.25,41.13333333333333,,21.866666666666664,18.7,25.3,89.8,,12.933333333333332,10.866666666666667,15.733333333333334,17.099999999999998,
Forriero Nero d'Avola 2018,Italy,Terre Siciliane,Andrero,3.8,70,6.33,2018-01-01,Terre Siciliane,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Wildcard Shiraz - Cabernet Sauvignon 2018,Australia,Barossa Valley,Peter Lehmann,3.5,70,7.23,2018-01-01,Barossa Valley,Australia,-34.5817132,138.9987872,15.800000000000002,9.766666666666666,22.666666666666668,24.666666666666668,,8.866666666666667,3.766666666666667,14.733333333333334,54.699999999999996,,15.633333333333335,9.733333333333333,22.3,35.85,
Cuvée Viva Blaye - Côtes de Bordeaux 2005,France,Blaye - Côtes de Bordeaux,Château Gigault,4.1,70,29.95,2005-01-01,Blaye - Côtes de Bordeaux,France,44.847782,-0.544389,11.966666666666667,7.433333333333334,17.0,58.666666666666664,11780.0,20.766666666666666,15.700000000000001,26.333333333333332,45.333333333333336,15520.0,14.199999999999998,10.433333333333332,19.0,53.0,8700.0
Pinot Nero Langhe PN Q497 2012,Italy,Langhe,G.D. Vajra,3.7,70,19.95,2012-01-01,Langhe,Italy,44.493036,7.974639,,,,,,,,,,,,,,,
Südtirol Lagrein Riserva 2013,Italy,Südtirol - Alto Adige,Heinrich Mayr (Nusserhof),4.0,70,28.24,2013-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château La Croix Chantecaille,3.7,70,22.62,2016-01-01,Saint-Émilion Grand Cru,France,44.847147,-0.547337,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Ségla Margaux 2015,France,Margaux,Château Rauzan-Ségla,4.2,70,60.19,2015-01-01,Margaux,France,45.0463335,-0.6729117,13.066666666666668,8.433333333333334,18.400000000000002,80.66666666666667,11840.0,20.3,15.6,25.700000000000003,66.0,14940.0,16.5,12.299999999999999,22.03333333333333,64.33333333333333,10860.0
Vigne del Maestro Sangiovese 2017,Italy,Puglia,Maestro Italiano,3.7,70,4.83,2017-01-01,Puglia,Italy,40.9842539,16.6210027,,,,,,26.0,20.7,30.5,,,17.033333333333335,13.266666666666666,21.099999999999998,,
Haven Cabernet Sauvignon 2018,South Africa,Coastal Region,Glen Carlou,3.7,70,7.9,2018-01-01,Coastal Region,South Africa,-29.0,24.0,,,,,,,,,,,,,,,
Aldone 2015,Italy,Toscana,Terre del Marchesato,4.2,70,58.0,2015-01-01,Toscana,Italy,43.4586541,11.1389204,,,,,,,,,,,,,,,
Côtes-du-Rhône Rouge 2017,France,Côtes-du-Rhône,Anne-Sophie Pic et Michel Chapoutier,3.8,70,8.9,2017-01-01,Côtes-du-Rhône,France,44.7667285,4.8528701,,,,,,,,,,,,,,,
Ape Reale Barbera d'Alba 2017,Italy,Barbera d'Alba,BelColle,3.5,70,8.76,2017-01-01,Barbera d'Alba,Italy,44.7712158,8.0435811,10.766666666666666,11.1,16.5,76.0,,20.400000000000002,17.85,24.3,101.35,,12.299999999999999,7.3999999999999995,13.4,98.05,
Cuvée des Cadettes Châteauneuf-du-Pape 2016,France,Châteauneuf-du-Pape,Château La Nerthe,4.5,70,68.14,2016-01-01,Châteauneuf-du-Pape,France,44.055989,4.8317351,,,,,,,,,,,12.05,7.15,17.25,,
Bolgheri Superiore 2017,Italy,Bolgheri Superiore,Ornellaia,4.6,70,192.0,2017-01-01,Bolgheri Superiore,Italy,44.46006,7.10425,9.533333333333333,5.55,16.433333333333334,70.53333333333333,,20.7,13.350000000000001,28.8,30.8,,10.633333333333333,7.85,20.5,101.10000000000001,
Colonia Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Fèlsina,4.3,70,100.95,2013-01-01,Chianti Classico,Italy,43.3930219,11.3088538,,,,,,,,,,,,,,,
Saint Cosme Saint Joseph 2014,France,Saint-Joseph,Château de Saint Cosme,3.8,70,22.0,2014-01-01,Saint-Joseph,France,49.5344534,-1.529802,,,,,,,,,,,,,,,
Hermitage Rouge 2005,France,Hermitage,Tardieu-Laurent,4.3,70,99.95,2005-01-01,Hermitage,France,47.6406711,-2.7637153,,,,,,,,,,,,,,,
Lagrein 2019,Italy,Südtirol - Alto Adige,Wilhelm Walch,4.1,70,9.5,2019-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,23.6,17.4,31.3,,,13.700000000000001,8.633333333333333,19.933333333333334,,
Blauburgunder (Pinot Nero) 2017,Italy,Südtirol - Alto Adige,St. Michael-Eppan,3.8,70,27.09,2017-01-01,Südtirol - Alto Adige,Italy,46.441472,11.282121,,,,,,,,,,,,,,,
Corbières 2019,France,Corbières,Château de Caraguilhes,3.5,70,10.65,2019-01-01,Corbières,France,43.0547547,1.9970557,15.9,12.3,20.4,,,22.900000000000002,17.266666666666666,28.866666666666664,,,15.733333333333333,11.733333333333334,20.46666666666667,,
Shiraz 2016,South Africa,Stellenbosch,Neethlingshof Estate,3.7,70,10.72,2016-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.15,15.5,24.15,,,12.566666666666668,7.55,17.8,,,17.1,13.0,24.5,,
Holzspur Pinot Noir 2015,Austria,Thermenregion,Johanneshof Reinisch,4.0,70,36.95,2015-01-01,Thermenregion,Austria,48.0463345,16.270762,,,,,,,,,,,,,,,
Tradition Spätburgunder 2016,Germany,Franken,Rudolf Fürst,3.7,70,19.42,2016-01-01,Franken,Germany,50.5011427,7.2341043,,,,,,,,,,,,,,,
Blaufränkisch vom Lehm 2017,Austria,Mittelburgenland,Gesellmann,3.4,70,11.76,2017-01-01,Mittelburgenland,Austria,47.504516,16.4944303,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Hausmarke Rot 2017,Austria,Burgenland,Moric,3.6,70,13.24,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Corash Cannonau Sardegna Riserva 2016,Italy,Cannonau di Sardegna,Vernaccia Oristano,4.0,70,10.24,2016-01-01,Cannonau di Sardegna,Italy,40.2568502,9.6218801,,,,,,,,,,,,,,,
Spätburgunder Kaiserstuhl 2015,Germany,Baden,Salwey,3.6,70,11.5,2015-01-01,Baden,Germany,53.0023496,9.0820955,,,,,,,,,,,,,,,
Barbera d'Alba 2007,Italy,Barbera d'Alba,Monti,4.2,70,24.5,2007-01-01,Barbera d'Alba,Italy,44.7712158,8.0435811,11.299999999999999,8.1,15.333333333333334,35.333333333333336,10520.0,21.099999999999998,17.3,25.53333333333333,39.0,14720.0,13.666666666666666,10.75,16.366666666666667,95.26666666666667,8430.0
Castell Vell 2015,France,Côtes du Roussillon Villages,Singla,4.0,70,24.27,2015-01-01,Côtes du Roussillon Villages,France,49.023373,2.210713,,,,,,,,,,,,,,,
Estoras 2017,Austria,Burgenland,Esterházy,2.8,70,11.45,2017-01-01,Burgenland,Austria,47.5000001,16.4166666,,,,,,21.9,16.7,27.4,,,9.7,6.2,13.7,,
Sabazio 2018,Italy,Rosso di Montepulciano,La Braccesca,3.5,70,10.4,2018-01-01,Rosso di Montepulciano,Italy,43.0921014,11.7818472,,,,,,,,,,,,,,,
Sinfarosa Zinfandel - Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Felline,3.8,70,12.9,2017-01-01,Primitivo di Manduria,Italy,40.4002788,17.6374622,,,,,,,,,,,,,,,
Cà Del Pazzo Sangiovese - Cabernet Sauvignon 2013,Italy,Sant'Antimo,Caparzo,4.0,70,19.9,2013-01-01,Sant'Antimo,Italy,40.945711,14.231429,,,,,,,,,,,,,,,
Côtes du Rhône Villages Sablet 2010,France,Côtes-du-Rhône-Villages 'Sablet',Château du Trignon,3.8,70,10.67,2010-01-01,Côtes-du-Rhône-Villages 'Sablet',France,44.192483,5.005664,,,,,,,,,,,15.0,9.25,21.6,,
La Maîtresse 2017,France,Malepère,La Louvière,3.6,70,10.79,2017-01-01,Malepère,France,42.9636422,2.475452,,,,,,,,,,,21.1,15.5,27.4,,
Italian Collection Nabucco 2011,South Africa,Stellenbosch,Morgenster Estate,3.8,70,35.04,2011-01-01,Stellenbosch,South Africa,-33.934444,18.869167,18.0,12.733333333333334,23.2,38.0,14840.0,12.899999999999999,7.033333333333334,18.7,47.333333333333336,12540.0,16.53333333333333,11.266666666666666,21.8,27.666666666666668,16200.0
12 e Mezzo Negroamaro del Salento 2016,Italy,Salento,Varvaglione,3.8,700,7.25,2016-01-01,Salento,Italy,40.248604,15.190058,15.366666666666667,11.5,19.566666666666666,,,25.066666666666663,,30.700000000000003,,,19.266666666666666,,28.2,,
Crozes-Hermitage Domaine de Thalabert 2012,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,700,29.5,2012-01-01,Crozes-Hermitage,France,45.0907,4.84592,,,,,,,,,,,,,,,
Terra do Zambujeiro 2013,Portugal,Borba,Quinta do Zambujeiro,4.1,700,21.4,2013-01-01,Borba,Portugal,38.8057942,-7.4542105,,,,,,,,,,,,,,,
Franc 2016,Spain,Pla de Bages,Abadal,3.6,701,7.31,2016-01-01,Pla de Bages,Spain,41.7785429,1.8904077,,,,,,,,,,,,,,,
Rouge (Gaston Hochar) 1997,Lebanon,Bekaa Valley,Château Musar,4.2,701,47.67,1997-01-01,Bekaa Valley,Lebanon,33.83333,36.0,,,,,,,,,,,,,,,
Da'Divas Tempranillo 2016,Brazil,Encruzilhada do Sul,Lidio Carraro,3.6,701,16.52,2016-01-01,Encruzilhada do Sul,Brazil,-30.5433066,-52.5223514,,,,,,,,,,,,,,,
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Léoville Las Cases,4.6,702,336.3,2005-01-01,Saint-Julien,France,47.4019947,5.1364639,9.766666666666666,4.766666666666667,15.166666666666666,41.0,11660.0,18.966666666666665,13.700000000000001,24.766666666666666,79.33333333333333,13240.0,11.866666666666665,8.133333333333333,16.133333333333336,79.33333333333333,7500.0
Founders' Estate Merlot 2017,United States,California,Beringer,3.6,702,11.6,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Amarone della Valpolicella 2015,Italy,Amarone della Valpolicella,Palazzo Maffei,4.1,702,25.5,2015-01-01,Amarone della Valpolicella,Italy,42.83333,12.83333,,,,,,,,,,,,,,,
Carmenère 2018,Chile,Colchagua Valley,Montes Alpha,4.1,702,13.89,2018-01-01,Colchagua Valley,Chile,-30.0,-71.0,15.4,13.9,,0.0,,11.833333333333334,7.9,,3.05,,13.299999999999999,,,1.7999999999999998,
Rioja Bordón Crianza 2016,Spain,Rioja,Franco-Espanolas,3.6,702,7.26,2016-01-01,Rioja,Spain,42.3285528,-2.4674917,13.566666666666668,7.766666666666666,20.133333333333333,30.33333333333333,,22.53333333333333,15.5,30.666666666666668,58.56666666666667,,14.0,9.0,20.0,26.8,
I Gran Reserva 75 Aniversario 2009,Spain,Rioja,Bodegas Faustino,4.0,703,16.47,2009-01-01,Rioja,Spain,42.3285528,-2.4674917,13.066666666666668,7.3999999999999995,18.8,93.66666666666667,12060.0,21.2,14.166666666666666,28.233333333333334,31.333333333333332,18400.0,13.566666666666665,8.133333333333335,18.933333333333334,52.666666666666664,10100.0
Merlot - Petit Verdot Penedès 3055 2017,Spain,Penedès,Jean Leon,3.8,703,13.36,2017-01-01,Penedès,Spain,41.3463825,1.6995213,14.366666666666667,11.0,18.599999999999998,39.1,,23.73333333333333,20.766666666666666,27.666666666666668,14.166666666666666,,18.26666666666667,15.1,22.666666666666668,70.43333333333334,
Grande Reserve 2015,Chile,Colchagua Valley,Los Vascos,3.8,703,16.17,2015-01-01,Colchagua Valley,Chile,-30.0,-71.0,13.233333333333334,10.433333333333332,17.500000000000004,0.3333333333333333,10300.0,10.966666666666669,8.033333333333333,15.566666666666668,21.333333333333332,10040.0,13.133333333333335,10.166666666666666,17.500000000000004,5.666666666666667,11320.0
Dark (Red Blend) 2017,United States,California,Apothic,3.7,704,8.18,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Le Tense Sassella Valtellina Superiore 2015,Italy,Valtellina Superiore,Nino Negri,3.8,704,17.79,2015-01-01,Valtellina Superiore,Italy,44.46006,7.10425,10.666666666666666,4.233333333333333,18.0,34.333333333333336,14040.0,18.066666666666666,11.733333333333333,25.566666666666666,72.66666666666667,15120.0,12.533333333333333,7.666666666666667,18.8,72.0,10840.0
Douro Batuta Tinto 2013,Portugal,Douro,Niepoort,4.3,705,56.0,2013-01-01,Douro,Portugal,41.135684,-7.1166743,12.3,8.25,17.1,,,20.3,14.0,27.5,,,8.7,5.6,12.1,,
Mai The First A.Montes Malbec 2016,Argentina,Mendoza,Kaiken,4.4,706,61.05,2016-01-01,Mendoza,Argentina,-34.787093,-68.4381868,16.766666666666666,7.8,,,,9.433333333333334,0.9,,,,13.566666666666665,4.3,,,
Russian River Valley Pinot Noir 2015,United States,Russian River Valley,DeLoach,4.1,706,35.99,2015-01-01,Russian River Valley,United States,39.2789696,-123.1029778,,,,,,,,,,,,,,,
Valley Oaks Cabernet Sauvignon 2017,United States,California,Fetzer,3.6,707,8.8,2017-01-01,California,United States,36.7014631,-118.755997,,,,,,,,,,,,,,,
Tinto 2016,Portugal,Alenquer,Quinta das Setencostas,3.9,707,7.2,2016-01-01,Alenquer,Portugal,39.056633,-9.0076057,,,,,,,,,,,,,,,
Carmenère 2017,Chile,Central Valley,Anderra,3.4,708,7.27,2017-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Bordeaux 2016,France,Bordeaux,Château Bel-Air,3.5,709,8.33,2016-01-01,Bordeaux,France,44.841225,-0.5800364,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Vigne Vecchie Leggenda Primitivo di Manduria 2015,Italy,Primitivo di Manduria,Vigneti del Salento,4.4,709,39.9,2015-01-01,Primitivo di Manduria,Italy,40.4002788,17.6374622,,,,,,,,,,,,,,,
EPU 2016,Chile,Puente Alto,Almaviva,4.5,709,46.34,2016-01-01,Puente Alto,Chile,-33.6095279,-70.5754736,,,,,,,,,,,,,,,
Cabernet Sauvignon 2018,Chile,Central Valley,Antares,3.3,709,4.76,2018-01-01,Central Valley,Chile,-36.0,-72.0,,,,,,,,,,,,,,,
Le Pluriel Rouge 2018,France,Costières-de-Nîmes,Clos des Boutes,3.4,71,9.26,2018-01-01,Costières-de-Nîmes,France,43.8174458,4.358032,,,,,,,,,,,,,,,
Gambert de Loche Hermitage Rouge 2009,France,Hermitage,Cave de Tain,4.3,71,86.62,2009-01-01,Hermitage,France,47.6406711,-2.7637153,,,,,,,,,,,,,,,
Petit Verdot 2016,France,Bordeaux,Château Belle-Vue,3.7,71,29.15,2016-01-01,Bordeaux,France,44.841225,-0.5800364,13.233333333333334,8.933333333333332,18.599999999999998,33.53333333333333,,21.233333333333334,16.0,28.100000000000005,56.26666666666667,,13.9,10.166666666666666,19.266666666666666,46.333333333333336,
Steinsatz Cuvée 2015,Germany,Pfalz,Schneider,4.1,71,29.5,2015-01-01,Pfalz,Germany,53.8156324,13.3702287,,,,,,,,,,,,,,,
